run_position,sample_id,track_c_status,track_d_set,same_plan_status,same_plan_execution_status,same_plan_success,same_plan_progress_score,same_plan_elapsed_s,case_dir,updated_at
1938,Spatial/select_chemistry_tube_spatial/example87,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,28.972108125686646,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example87,2026-05-27 21:08:22
1939,Spatial/select_chemistry_tube_spatial/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,28.583986520767212,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example88,2026-05-27 21:08:52
1941,Spatial/select_chemistry_tube_spatial/example90,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.23185157775879,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example90,2026-05-27 21:09:24
1942,Spatial/select_chemistry_tube_spatial/example91,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.20424509048462,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example91,2026-05-27 21:09:57
1943,Spatial/select_chemistry_tube_spatial/example92,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,28.094481229782104,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example92,2026-05-27 21:10:27
1945,Spatial/select_chemistry_tube_spatial/example94,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.360071420669556,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example94,2026-05-27 21:11:00
1946,Spatial/select_chemistry_tube_spatial/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.30818200111389,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example96,2026-05-27 21:11:32
1947,Spatial/select_chemistry_tube_spatial/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,29.480103731155396,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example97,2026-05-27 21:12:03
1948,Spatial/select_chemistry_tube_spatial/example98,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,26.718501091003418,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example98,2026-05-27 21:12:31
1949,Spatial/select_chemistry_tube_spatial/example99,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,29.03928017616272,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example99,2026-05-27 21:13:01
1952,Spatial/select_poker_spatial/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,43.79027438163757,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example2,2026-05-27 21:13:47
1953,Spatial/select_poker_spatial/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.170939683914185,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example3,2026-05-27 21:14:27
1954,Spatial/select_poker_spatial/example4,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.83420968055725,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example4,2026-05-27 21:15:06
1955,Spatial/select_poker_spatial/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.180907011032104,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example5,2026-05-27 21:15:49
1956,Spatial/select_poker_spatial/example6,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.27950882911682,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example6,2026-05-27 21:16:29
1957,Spatial/select_poker_spatial/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.57330846786499,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example7,2026-05-27 21:17:07
1958,Spatial/select_poker_spatial/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.01643753051758,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example8,2026-05-27 21:17:46
1960,Spatial/select_poker_spatial/example10,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.151535511016846,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example10,2026-05-27 21:18:25
1961,Spatial/select_poker_spatial/example11,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.89936065673828,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example11,2026-05-27 21:19:09
1962,Spatial/select_poker_spatial/example12,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.504019021987915,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example12,2026-05-27 21:19:48
1963,Spatial/select_poker_spatial/example13,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.786571741104126,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example13,2026-05-27 21:20:26
1964,Spatial/select_poker_spatial/example14,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.95861864089966,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example14,2026-05-27 21:21:04
1968,Spatial/select_poker_spatial/example18,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.59411263465881,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example18,2026-05-27 21:21:44
1969,Spatial/select_poker_spatial/example19,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.33641600608826,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example19,2026-05-27 21:22:27
1970,Spatial/select_poker_spatial/example20,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.257359981536865,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example20,2026-05-27 21:23:06
1973,Spatial/select_poker_spatial/example23,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.782891035079956,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example23,2026-05-27 21:23:45
1974,Spatial/select_poker_spatial/example24,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.86345720291138,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example24,2026-05-27 21:24:27
1975,Spatial/select_poker_spatial/example25,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.37882685661316,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example25,2026-05-27 21:25:07
1976,Spatial/select_poker_spatial/example26,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,42.334410429000854,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example26,2026-05-27 21:25:51
1978,Spatial/select_poker_spatial/example28,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.220932722091675,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example28,2026-05-27 21:26:30
1979,Spatial/select_poker_spatial/example29,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.98987936973572,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example29,2026-05-27 21:27:11
1981,Spatial/select_poker_spatial/example31,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.91849875450134,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example31,2026-05-27 21:27:54
1982,Spatial/select_poker_spatial/example32,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.0353798866272,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example32,2026-05-27 21:28:32
1983,Spatial/select_poker_spatial/example33,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.02259397506714,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example33,2026-05-27 21:29:14
1985,Spatial/select_poker_spatial/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.35033965110779,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example35,2026-05-27 21:29:56
1986,Spatial/select_poker_spatial/example36,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.283623456954956,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example36,2026-05-27 21:30:35
1988,Spatial/select_poker_spatial/example38,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.33546328544617,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example38,2026-05-27 21:31:18
1989,Spatial/select_poker_spatial/example39,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.019099950790405,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example39,2026-05-27 21:31:59
1990,Spatial/select_poker_spatial/example40,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.14041781425476,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example40,2026-05-27 21:32:39
1991,Spatial/select_poker_spatial/example41,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,12.421786069869995,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example41,2026-05-27 21:32:53
1992,Spatial/select_poker_spatial/example42,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.91196823120117,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example42,2026-05-27 21:33:36
1993,Spatial/select_poker_spatial/example43,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.28516244888306,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example43,2026-05-27 21:34:16
1997,Spatial/select_poker_spatial/example47,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.23926568031311,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example47,2026-05-27 21:34:53
1998,Spatial/select_poker_spatial/example48,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.357945919036865,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example48,2026-05-27 21:35:31
1999,Spatial/select_poker_spatial/example49,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.28789162635803,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example49,2026-05-27 21:36:09
2000,Spatial/select_poker_spatial/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.37894892692566,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example50,2026-05-27 21:36:49
2002,Spatial/select_poker_spatial/example52,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.910988569259644,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example52,2026-05-27 21:37:29
2006,Spatial/select_poker_spatial/example56,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,12.297697067260742,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example56,2026-05-27 21:37:43
2007,Spatial/select_poker_spatial/example57,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.890666007995605,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example57,2026-05-27 21:38:23
2008,Spatial/select_poker_spatial/example58,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.67313098907471,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example58,2026-05-27 21:39:03
2011,Spatial/select_poker_spatial/example61,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,12.181719303131104,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example61,2026-05-27 21:39:16
2012,Spatial/select_poker_spatial/example63,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.04362177848816,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example63,2026-05-27 21:39:58
2014,Spatial/select_poker_spatial/example65,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.23083162307739,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example65,2026-05-27 21:40:39
2015,Spatial/select_poker_spatial/example64,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,12.612393379211426,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example64,2026-05-27 21:40:53
2016,Spatial/select_poker_spatial/example66,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.667115926742554,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example66,2026-05-27 21:41:32
2017,Spatial/select_poker_spatial/example67,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example67,2026-05-27 21:41:32
2018,Spatial/select_poker_spatial/example68,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.487205266952515,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example68,2026-05-27 21:42:16
2019,Spatial/select_poker_spatial/example69,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.40571331977844,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example69,2026-05-27 21:42:57
2020,Spatial/select_poker_spatial/example70,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.28797650337219,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example70,2026-05-27 21:43:37
2021,Spatial/select_poker_spatial/example71,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.06271553039551,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example71,2026-05-27 21:44:17
2023,Spatial/select_poker_spatial/example72,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.67669343948364,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example72,2026-05-27 21:44:57
2024,Spatial/select_poker_spatial/example74,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,44.54978561401367,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example74,2026-05-27 21:45:43
2025,Spatial/select_poker_spatial/example75,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.16446566581726,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example75,2026-05-27 21:46:23
2026,Spatial/select_poker_spatial/example76,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.234530448913574,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example76,2026-05-27 21:47:06
2027,Spatial/select_poker_spatial/example77,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example77,2026-05-27 21:47:06
2028,Spatial/select_poker_spatial/example78,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.793824434280396,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example78,2026-05-27 21:47:47
2029,Spatial/select_poker_spatial/example79,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.9096896648407,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example79,2026-05-27 21:48:24
2030,Spatial/select_poker_spatial/example80,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.60987854003906,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example80,2026-05-27 21:49:05
2031,Spatial/select_poker_spatial/example81,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.2534556388855,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example81,2026-05-27 21:49:44
2032,Spatial/select_poker_spatial/example82,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,43.73774480819702,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example82,2026-05-27 21:50:30
2033,Spatial/select_poker_spatial/example83,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,44.41295862197876,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example83,2026-05-27 21:51:16
2037,Spatial/select_poker_spatial/example87,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.48396301269531,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example87,2026-05-27 21:51:59
2038,Spatial/select_poker_spatial/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,42.02213001251221,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example88,2026-05-27 21:52:42
2039,Spatial/select_poker_spatial/example89,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.42836332321167,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example89,2026-05-27 21:53:23
2041,Spatial/select_poker_spatial/example91,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.507874488830566,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example91,2026-05-27 21:54:06
2042,Spatial/select_poker_spatial/example92,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,46.824275732040405,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example92,2026-05-27 21:54:54
2043,Spatial/select_poker_spatial/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,42.964696407318115,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example93,2026-05-27 21:55:39
2044,Spatial/select_poker_spatial/example94,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,42.27528262138367,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example94,2026-05-27 21:56:22
2046,Spatial/select_poker_spatial/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.56611490249634,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example96,2026-05-27 21:57:01
2047,Spatial/select_poker_spatial/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.62881588935852,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example97,2026-05-27 21:57:40
2048,Spatial/select_poker_spatial/example98,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.4703586101532,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example98,2026-05-27 21:58:19
2050,Spatial/select_toy_spatial/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,57.83648991584778,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example0,2026-05-27 21:59:18
2051,Spatial/select_toy_spatial/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,49.34713315963745,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example2,2026-05-27 22:00:09
2052,Spatial/select_toy_spatial/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,expert_sequence_error,False,0.0,11.268323183059692,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example3,2026-05-27 22:00:22
2053,Spatial/select_toy_spatial/example4,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,56.69761562347412,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example4,2026-05-27 22:01:21
2054,Spatial/select_toy_spatial/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,expert_sequence_error,False,0.0,11.839006185531616,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example5,2026-05-27 22:01:34
2055,Spatial/select_toy_spatial/example6,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,55.23777437210083,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example6,2026-05-27 22:02:31
2056,Spatial/select_toy_spatial/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.18420052528381,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example7,2026-05-27 22:03:16
2057,Spatial/select_toy_spatial/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,44.34253811836243,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_toy_spatial\example8,2026-05-27 22:04:02
