run_position,sample_id,track_c_status,track_d_set,replan_R3_status,replan_R3_execution_status,replan_R3_success,replan_R3_progress_score,replan_R3_elapsed_s,case_dir,updated_at
1835,Spatial/select_book_spatial/example73,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,43.552751541137695,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example73,2026-05-28 23:00:53
1838,Spatial/select_book_spatial/example76,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.569124698638916,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example76,2026-05-28 23:01:31
1840,Spatial/select_book_spatial/example79,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.52111744880676,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example79,2026-05-28 23:02:14
1842,Spatial/select_book_spatial/example81,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,46.45791935920715,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example81,2026-05-28 23:03:03
1844,Spatial/select_book_spatial/example83,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,40.27412176132202,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example83,2026-05-28 23:03:45
1845,Spatial/select_book_spatial/example85,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example85,2026-05-28 23:03:45
1846,Spatial/select_book_spatial/example86,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example86,2026-05-28 23:03:45
1847,Spatial/select_book_spatial/example87,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,44.566166162490845,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example87,2026-05-28 23:04:31
1848,Spatial/select_book_spatial/example89,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,56.86431884765625,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example89,2026-05-28 23:05:30
1853,Spatial/select_book_spatial/example94,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,37.833080530166626,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example94,2026-05-28 23:06:10
1854,Spatial/select_book_spatial/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.87750244140625,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example95,2026-05-28 23:06:48
1855,Spatial/select_book_spatial/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,36.507139682769775,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example97,2026-05-28 23:07:26
1856,Spatial/select_book_spatial/example99,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,11.755275011062622,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example99,2026-05-28 23:07:40
1857,Spatial/select_chemistry_tube_spatial/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.894083738327026,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example0,2026-05-28 23:08:12
1858,Spatial/select_chemistry_tube_spatial/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,29.78235411643982,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example1,2026-05-28 23:08:44
1859,Spatial/select_chemistry_tube_spatial/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.38866400718689,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example2,2026-05-28 23:09:17
1861,Spatial/select_chemistry_tube_spatial/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.37819695472717,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example5,2026-05-28 23:09:54
1863,Spatial/select_chemistry_tube_spatial/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.813936948776245,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example7,2026-05-28 23:10:28
1865,Spatial/select_chemistry_tube_spatial/example10,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.17035794258118,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example10,2026-05-28 23:11:07
1867,Spatial/select_chemistry_tube_spatial/example12,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.24024963378906,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example12,2026-05-28 23:11:42
1868,Spatial/select_chemistry_tube_spatial/example13,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.8915331363678,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example13,2026-05-28 23:12:19
1869,Spatial/select_chemistry_tube_spatial/example14,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.05161714553833,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example14,2026-05-28 23:12:54
1870,Spatial/select_chemistry_tube_spatial/example15,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.203760862350464,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example15,2026-05-28 23:13:29
1871,Spatial/select_chemistry_tube_spatial/example16,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.79990839958191,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example16,2026-05-28 23:14:02
1872,Spatial/select_chemistry_tube_spatial/example17,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.92738628387451,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example17,2026-05-28 23:14:36
1875,Spatial/select_chemistry_tube_spatial/example20,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example20,2026-05-28 23:14:36
1876,Spatial/select_chemistry_tube_spatial/example22,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.767038822174072,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example22,2026-05-28 23:15:09
1878,Spatial/select_chemistry_tube_spatial/example24,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.1155686378479,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example24,2026-05-28 23:15:44
1879,Spatial/select_chemistry_tube_spatial/example25,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.732794523239136,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example25,2026-05-28 23:16:20
1880,Spatial/select_chemistry_tube_spatial/example26,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example26,2026-05-28 23:16:20
1881,Spatial/select_chemistry_tube_spatial/example27,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.087026357650757,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example27,2026-05-28 23:16:53
1882,Spatial/select_chemistry_tube_spatial/example28,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.207597732543945,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example28,2026-05-28 23:17:29
1883,Spatial/select_chemistry_tube_spatial/example29,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.06508541107178,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example29,2026-05-28 23:18:05
1884,Spatial/select_chemistry_tube_spatial/example30,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.39524006843567,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example30,2026-05-28 23:18:39
1885,Spatial/select_chemistry_tube_spatial/example31,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example31,2026-05-28 23:18:39
1886,Spatial/select_chemistry_tube_spatial/example32,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.730194091796875,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example32,2026-05-28 23:19:13
1887,Spatial/select_chemistry_tube_spatial/example33,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.59476089477539,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example33,2026-05-28 23:19:48
1888,Spatial/select_chemistry_tube_spatial/example34,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.71793007850647,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example34,2026-05-28 23:20:26
1889,Spatial/select_chemistry_tube_spatial/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,29.742204189300537,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example35,2026-05-28 23:20:58
1890,Spatial/select_chemistry_tube_spatial/example36,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example36,2026-05-28 23:20:58
1892,Spatial/select_chemistry_tube_spatial/example38,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.19186067581177,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example38,2026-05-28 23:21:32
1894,Spatial/select_chemistry_tube_spatial/example40,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.35085582733154,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example40,2026-05-28 23:22:08
1896,Spatial/select_chemistry_tube_spatial/example42,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.477941274642944,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example42,2026-05-28 23:22:42
1897,Spatial/select_chemistry_tube_spatial/example43,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.557044506073,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example43,2026-05-28 23:23:19
1898,Spatial/select_chemistry_tube_spatial/example44,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,11.966932773590088,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example44,2026-05-28 23:23:33
1899,Spatial/select_chemistry_tube_spatial/example45,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example45,2026-05-28 23:23:33
1901,Spatial/select_chemistry_tube_spatial/example47,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.47317624092102,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example47,2026-05-28 23:24:05
1902,Spatial/select_chemistry_tube_spatial/example48,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.115639448165894,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example48,2026-05-28 23:24:39
1903,Spatial/select_chemistry_tube_spatial/example49,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.25987005233765,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example49,2026-05-28 23:25:17
1904,Spatial/select_chemistry_tube_spatial/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example50,2026-05-28 23:25:17
1905,Spatial/select_chemistry_tube_spatial/example51,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example51,2026-05-28 23:25:17
1906,Spatial/select_chemistry_tube_spatial/example52,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.58263897895813,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example52,2026-05-28 23:25:54
1907,Spatial/select_chemistry_tube_spatial/example53,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.0193305015564,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example53,2026-05-28 23:26:32
1909,Spatial/select_chemistry_tube_spatial/example55,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.11150312423706,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example55,2026-05-28 23:27:08
1910,Spatial/select_chemistry_tube_spatial/example56,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.136263847351074,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example56,2026-05-28 23:27:44
1913,Spatial/select_chemistry_tube_spatial/example60,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.912601947784424,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example60,2026-05-28 23:28:21
1915,Spatial/select_chemistry_tube_spatial/example62,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,32.03768587112427,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example62,2026-05-28 23:28:55
1916,Spatial/select_chemistry_tube_spatial/example63,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,11.847991704940796,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example63,2026-05-28 23:29:09
1917,Spatial/select_chemistry_tube_spatial/example64,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.7712619304657,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example64,2026-05-28 23:29:41
1920,Spatial/select_chemistry_tube_spatial/example67,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,30.86768889427185,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example67,2026-05-28 23:30:14
1921,Spatial/select_chemistry_tube_spatial/example68,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example68,2026-05-28 23:30:14
1922,Spatial/select_book_spatial/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,40.74450492858887,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_book_spatial\example88,2026-05-28 23:30:57
1923,Spatial/select_chemistry_tube_spatial/example70,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.434094429016113,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example70,2026-05-28 23:31:30
1924,Spatial/select_chemistry_tube_spatial/example69,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.22220826148987,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example69,2026-05-28 23:32:05
1928,Spatial/select_chemistry_tube_spatial/example74,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.53619408607483,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example74,2026-05-28 23:32:38
1929,Spatial/select_chemistry_tube_spatial/example76,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.996790409088135,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example76,2026-05-28 23:33:14
1932,Spatial/select_chemistry_tube_spatial/example79,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.38655400276184,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example79,2026-05-28 23:33:50
1933,Spatial/select_chemistry_tube_spatial/example80,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,37.84051251411438,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example80,2026-05-28 23:34:29
1934,Spatial/select_chemistry_tube_spatial/example82,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.54436993598938,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example82,2026-05-28 23:35:04
1936,Spatial/select_chemistry_tube_spatial/example84,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,31.892400979995728,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example84,2026-05-28 23:35:38
1937,Spatial/select_chemistry_tube_spatial/example86,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.986998558044434,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example86,2026-05-28 23:36:13
1938,Spatial/select_chemistry_tube_spatial/example87,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.65051198005676,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example87,2026-05-28 23:36:47
1939,Spatial/select_chemistry_tube_spatial/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.45318555831909,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example88,2026-05-28 23:37:22
1941,Spatial/select_chemistry_tube_spatial/example90,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.056873083114624,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example90,2026-05-28 23:37:58
1942,Spatial/select_chemistry_tube_spatial/example91,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.56671977043152,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example91,2026-05-28 23:38:35
1943,Spatial/select_chemistry_tube_spatial/example92,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.69072246551514,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example92,2026-05-28 23:39:11
1945,Spatial/select_chemistry_tube_spatial/example94,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,11.436832427978516,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example94,2026-05-28 23:39:24
1946,Spatial/select_chemistry_tube_spatial/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.006826877593994,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example96,2026-05-28 23:39:59
1947,Spatial/select_chemistry_tube_spatial/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.42114186286926,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example97,2026-05-28 23:40:34
1948,Spatial/select_chemistry_tube_spatial/example98,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,26.851712703704834,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example98,2026-05-28 23:41:03
1949,Spatial/select_chemistry_tube_spatial/example99,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.02979636192322,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_chemistry_tube_spatial\example99,2026-05-28 23:41:38
1952,Spatial/select_poker_spatial/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,51.973352670669556,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example2,2026-05-28 23:42:32
1953,Spatial/select_poker_spatial/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,50.45328998565674,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example3,2026-05-28 23:43:24
1954,Spatial/select_poker_spatial/example4,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,48.17119765281677,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example4,2026-05-28 23:44:14
1955,Spatial/select_poker_spatial/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,54.61219906806946,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example5,2026-05-28 23:45:11
1956,Spatial/select_poker_spatial/example6,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,45.491443157196045,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example6,2026-05-28 23:45:59
1957,Spatial/select_poker_spatial/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,50.53065633773804,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example7,2026-05-28 23:46:51
1958,Spatial/select_poker_spatial/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,53.07514667510986,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\Spatial\select_poker_spatial\example8,2026-05-28 23:47:46
