sample_index,sample_id,category,task,example,gt_skill_pattern,official_status,official_eligible,repeat_1_status,repeat_1_success,repeat_2_status,repeat_2_success,case_dir,updated_at
3686,Spatial/select_chemistry_tube_spatial/example85,Spatial,select_chemistry_tube_spatial,example85,pick>lift,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example85,2026-05-22 04:28:51
3687,Spatial/select_chemistry_tube_spatial/example86,Spatial,select_chemistry_tube_spatial,example86,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example86,2026-05-22 04:30:01
3688,Spatial/select_chemistry_tube_spatial/example87,Spatial,select_chemistry_tube_spatial,example87,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example87,2026-05-22 04:31:13
3689,Spatial/select_chemistry_tube_spatial/example88,Spatial,select_chemistry_tube_spatial,example88,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example88,2026-05-22 04:32:17
3690,Spatial/select_chemistry_tube_spatial/example89,Spatial,select_chemistry_tube_spatial,example89,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example89,2026-05-22 04:33:20
3691,Spatial/select_chemistry_tube_spatial/example90,Spatial,select_chemistry_tube_spatial,example90,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example90,2026-05-22 04:34:30
3692,Spatial/select_chemistry_tube_spatial/example91,Spatial,select_chemistry_tube_spatial,example91,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example91,2026-05-22 04:35:38
3693,Spatial/select_chemistry_tube_spatial/example92,Spatial,select_chemistry_tube_spatial,example92,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example92,2026-05-22 04:36:45
3694,Spatial/select_chemistry_tube_spatial/example93,Spatial,select_chemistry_tube_spatial,example93,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example93,2026-05-22 04:37:52
3695,Spatial/select_chemistry_tube_spatial/example94,Spatial,select_chemistry_tube_spatial,example94,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example94,2026-05-22 04:38:57
3696,Spatial/select_chemistry_tube_spatial/example95,Spatial,select_chemistry_tube_spatial,example95,pick>lift,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example95,2026-05-22 04:40:09
3697,Spatial/select_chemistry_tube_spatial/example96,Spatial,select_chemistry_tube_spatial,example96,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example96,2026-05-22 04:41:15
3698,Spatial/select_chemistry_tube_spatial/example97,Spatial,select_chemistry_tube_spatial,example97,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example97,2026-05-22 04:42:22
3699,Spatial/select_chemistry_tube_spatial/example98,Spatial,select_chemistry_tube_spatial,example98,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example98,2026-05-22 04:43:25
3700,Spatial/select_chemistry_tube_spatial/example99,Spatial,select_chemistry_tube_spatial,example99,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_chemistry_tube_spatial\example99,2026-05-22 04:44:30
3701,Spatial/select_fruit_spatial/example0,Spatial,select_fruit_spatial,example0,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example0,2026-05-22 05:15:07
3702,Spatial/select_fruit_spatial/example1,Spatial,select_fruit_spatial,example1,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example1,2026-05-22 05:45:45
3703,Spatial/select_fruit_spatial/example2,Spatial,select_fruit_spatial,example2,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example2,2026-05-22 05:47:46
3704,Spatial/select_fruit_spatial/example3,Spatial,select_fruit_spatial,example3,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example3,2026-05-22 05:49:36
3705,Spatial/select_fruit_spatial/example4,Spatial,select_fruit_spatial,example4,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example4,2026-05-22 05:50:57
3706,Spatial/select_fruit_spatial/example5,Spatial,select_fruit_spatial,example5,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example5,2026-05-22 06:21:35
3707,Spatial/select_fruit_spatial/example6,Spatial,select_fruit_spatial,example6,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example6,2026-05-22 06:52:13
3708,Spatial/select_fruit_spatial/example7,Spatial,select_fruit_spatial,example7,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example7,2026-05-22 07:22:50
3709,Spatial/select_fruit_spatial/example8,Spatial,select_fruit_spatial,example8,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example8,2026-05-22 07:24:29
3710,Spatial/select_fruit_spatial/example9,Spatial,select_fruit_spatial,example9,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example9,2026-05-22 07:55:06
3711,Spatial/select_fruit_spatial/example10,Spatial,select_fruit_spatial,example10,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example10,2026-05-22 07:56:36
3712,Spatial/select_fruit_spatial/example11,Spatial,select_fruit_spatial,example11,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example11,2026-05-22 07:57:47
3713,Spatial/select_fruit_spatial/example12,Spatial,select_fruit_spatial,example12,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example12,2026-05-22 07:59:01
3714,Spatial/select_fruit_spatial/example13,Spatial,select_fruit_spatial,example13,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example13,2026-05-22 08:00:35
3715,Spatial/select_fruit_spatial/example14,Spatial,select_fruit_spatial,example14,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example14,2026-05-22 08:31:13
3716,Spatial/select_fruit_spatial/example15,Spatial,select_fruit_spatial,example15,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example15,2026-05-22 08:32:52
3717,Spatial/select_fruit_spatial/example16,Spatial,select_fruit_spatial,example16,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example16,2026-05-22 09:03:29
3718,Spatial/select_fruit_spatial/example17,Spatial,select_fruit_spatial,example17,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example17,2026-05-22 09:04:54
3719,Spatial/select_fruit_spatial/example18,Spatial,select_fruit_spatial,example18,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example18,2026-05-22 09:35:32
3720,Spatial/select_fruit_spatial/example19,Spatial,select_fruit_spatial,example19,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example19,2026-05-22 09:37:18
3721,Spatial/select_fruit_spatial/example20,Spatial,select_fruit_spatial,example20,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example20,2026-05-22 10:07:56
3722,Spatial/select_fruit_spatial/example21,Spatial,select_fruit_spatial,example21,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example21,2026-05-22 10:38:33
3723,Spatial/select_fruit_spatial/example22,Spatial,select_fruit_spatial,example22,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example22,2026-05-22 11:09:11
3724,Spatial/select_fruit_spatial/example23,Spatial,select_fruit_spatial,example23,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example23,2026-05-22 11:39:48
3725,Spatial/select_fruit_spatial/example24,Spatial,select_fruit_spatial,example24,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example24,2026-05-22 11:41:13
3726,Spatial/select_fruit_spatial/example25,Spatial,select_fruit_spatial,example25,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example25,2026-05-22 12:11:50
3727,Spatial/select_fruit_spatial/example26,Spatial,select_fruit_spatial,example26,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example26,2026-05-22 12:42:28
3728,Spatial/select_fruit_spatial/example27,Spatial,select_fruit_spatial,example27,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example27,2026-05-22 13:13:05
3729,Spatial/select_fruit_spatial/example28,Spatial,select_fruit_spatial,example28,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example28,2026-05-22 13:14:53
3730,Spatial/select_fruit_spatial/example29,Spatial,select_fruit_spatial,example29,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example29,2026-05-22 13:16:27
3731,Spatial/select_fruit_spatial/example30,Spatial,select_fruit_spatial,example30,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example30,2026-05-22 13:47:04
3732,Spatial/select_fruit_spatial/example31,Spatial,select_fruit_spatial,example31,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example31,2026-05-22 13:48:29
3733,Spatial/select_fruit_spatial/example32,Spatial,select_fruit_spatial,example32,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example32,2026-05-22 14:19:07
3734,Spatial/select_fruit_spatial/example33,Spatial,select_fruit_spatial,example33,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example33,2026-05-22 14:49:44
3735,Spatial/select_fruit_spatial/example34,Spatial,select_fruit_spatial,example34,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example34,2026-05-22 15:20:22
3736,Spatial/select_fruit_spatial/example35,Spatial,select_fruit_spatial,example35,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example35,2026-05-22 15:21:55
3737,Spatial/select_fruit_spatial/example36,Spatial,select_fruit_spatial,example36,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example36,2026-05-22 15:52:32
3738,Spatial/select_fruit_spatial/example37,Spatial,select_fruit_spatial,example37,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example37,2026-05-22 15:54:46
3739,Spatial/select_fruit_spatial/example38,Spatial,select_fruit_spatial,example38,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example38,2026-05-22 16:25:24
3740,Spatial/select_fruit_spatial/example39,Spatial,select_fruit_spatial,example39,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example39,2026-05-22 16:56:01
3741,Spatial/select_fruit_spatial/example40,Spatial,select_fruit_spatial,example40,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example40,2026-05-22 16:57:18
3742,Spatial/select_fruit_spatial/example41,Spatial,select_fruit_spatial,example41,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example41,2026-05-22 16:59:17
3743,Spatial/select_fruit_spatial/example42,Spatial,select_fruit_spatial,example42,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example42,2026-05-22 17:29:54
3744,Spatial/select_fruit_spatial/example43,Spatial,select_fruit_spatial,example43,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example43,2026-05-22 18:00:32
3745,Spatial/select_fruit_spatial/example44,Spatial,select_fruit_spatial,example44,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example44,2026-05-22 18:31:10
3746,Spatial/select_fruit_spatial/example45,Spatial,select_fruit_spatial,example45,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example45,2026-05-22 19:01:47
3747,Spatial/select_fruit_spatial/example46,Spatial,select_fruit_spatial,example46,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example46,2026-05-22 19:03:39
3748,Spatial/select_fruit_spatial/example47,Spatial,select_fruit_spatial,example47,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example47,2026-05-22 19:05:09
3749,Spatial/select_fruit_spatial/example48,Spatial,select_fruit_spatial,example48,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example48,2026-05-22 19:35:47
3750,Spatial/select_fruit_spatial/example49,Spatial,select_fruit_spatial,example49,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example49,2026-05-22 20:06:24
3751,Spatial/select_fruit_spatial/example50,Spatial,select_fruit_spatial,example50,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example50,2026-05-22 20:37:02
3752,Spatial/select_fruit_spatial/example51,Spatial,select_fruit_spatial,example51,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example51,2026-05-22 21:07:40
3753,Spatial/select_fruit_spatial/example52,Spatial,select_fruit_spatial,example52,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example52,2026-05-22 21:09:07
3754,Spatial/select_fruit_spatial/example53,Spatial,select_fruit_spatial,example53,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example53,2026-05-22 21:10:27
3755,Spatial/select_fruit_spatial/example54,Spatial,select_fruit_spatial,example54,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example54,2026-05-22 21:41:05
3756,Spatial/select_fruit_spatial/example55,Spatial,select_fruit_spatial,example55,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example55,2026-05-22 22:11:42
3757,Spatial/select_fruit_spatial/example56,Spatial,select_fruit_spatial,example56,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example56,2026-05-22 22:42:20
3758,Spatial/select_fruit_spatial/example57,Spatial,select_fruit_spatial,example57,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example57,2026-05-22 23:12:58
3759,Spatial/select_fruit_spatial/example58,Spatial,select_fruit_spatial,example58,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example58,2026-05-22 23:43:35
3760,Spatial/select_fruit_spatial/example59,Spatial,select_fruit_spatial,example59,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example59,2026-05-23 00:14:13
3761,Spatial/select_fruit_spatial/example60,Spatial,select_fruit_spatial,example60,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example60,2026-05-23 00:44:51
3762,Spatial/select_fruit_spatial/example61,Spatial,select_fruit_spatial,example61,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example61,2026-05-23 01:15:28
3763,Spatial/select_fruit_spatial/example62,Spatial,select_fruit_spatial,example62,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example62,2026-05-23 01:46:06
3764,Spatial/select_fruit_spatial/example63,Spatial,select_fruit_spatial,example63,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example63,2026-05-23 01:47:50
3765,Spatial/select_fruit_spatial/example64,Spatial,select_fruit_spatial,example64,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example64,2026-05-23 01:49:13
3766,Spatial/select_fruit_spatial/example65,Spatial,select_fruit_spatial,example65,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example65,2026-05-23 02:19:50
3767,Spatial/select_fruit_spatial/example66,Spatial,select_fruit_spatial,example66,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example66,2026-05-23 02:50:28
3768,Spatial/select_fruit_spatial/example67,Spatial,select_fruit_spatial,example67,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example67,2026-05-23 02:51:42
3769,Spatial/select_fruit_spatial/example68,Spatial,select_fruit_spatial,example68,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example68,2026-05-23 03:22:20
3770,Spatial/select_fruit_spatial/example69,Spatial,select_fruit_spatial,example69,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example69,2026-05-23 03:52:58
3771,Spatial/select_fruit_spatial/example70,Spatial,select_fruit_spatial,example70,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example70,2026-05-23 04:23:35
3772,Spatial/select_fruit_spatial/example71,Spatial,select_fruit_spatial,example71,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example71,2026-05-23 04:25:01
3773,Spatial/select_fruit_spatial/example72,Spatial,select_fruit_spatial,example72,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example72,2026-05-23 04:26:23
3774,Spatial/select_fruit_spatial/example73,Spatial,select_fruit_spatial,example73,pick>place,B4_timeout,False,native_process_timeout,,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example73,2026-05-23 04:57:00
3775,Spatial/select_fruit_spatial/example74,Spatial,select_fruit_spatial,example74,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example74,2026-05-23 04:58:29
3776,Spatial/select_fruit_spatial/example75,Spatial,select_fruit_spatial,example75,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example75,2026-05-23 05:00:07
3777,Spatial/select_fruit_spatial/example76,Spatial,select_fruit_spatial,example76,pick>place,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_fruit_spatial\example76,2026-05-23 05:01:35
